Name,Vendor ID,SMILES,CollectionName,Internal ID,MDR1-MDCK Papp_A2B (nm/s),MDR1-MDCK Papp_B2A (nm/s),MDR1-MDCK Recovery_A2B,MDR1-MDCK Recovery_B2A,LOG MDR1-MDCK ER (B-A/A-B),MDR1-MDCK Papp_A2B (cm/s),MDR1-MDCK Papp_B2A (nm/s),LOG10 MDR1-MDCK Papp_A2B (cm/s),LOG 10 MDR1-MDCK Papp_B2A (nm/s),LOG 10 ER Calc
25018171,25018171,CN(Cc1ccc2c(c1)OCO2)Cc1ccccc1C#N,emolecules,Mol552,382,134,112,76,-0.454692884,0.0000382,0.0000134,-4.417936637,-4.872895202,-0.454958565
43375385,43375385,CC1(C)CN(CC(=O)NCC#N)c2cccc(c21)Cl,emolecules,Mol554,460,275,109,81,-0.224025669,0.000046,0.0000275,-4.337242168,-4.560667306,-0.223425138
48247754,48247754,Cc1ccc(cc1Br)C(=O)NC1CCN(CC1)CC#N,emolecules,Mol555,174,157,72,73,-0.045757491,0.0000174,0.0000157,-4.759450752,-4.804100348,-0.044649596
48286431,48286431,Cc1nc(n(n1)CC(C)(C)O)-c1ccc(c(c1)Cl)Cl,emolecules,Mol556,324,206,90,86,-0.197910742,0.0000324,0.0000206,-4.48945499,-4.68613278,-0.19667779
45652159,45652159,Cc1csc(n1)N(C1CC1)C(=O)c1cc2c(nn(c2s1)C)C,emolecules,Mol557,249,160,73,77,-0.192464972,0.0000249,0.000016,-4.603800653,-4.795880017,-0.192079364
2047138,2047138,CC(=O)Nc1cccc(c1)OC(=O)N1CCOCC1,emolecules,Mol558,79.7,209,100,96,0.418301291,0.00000797,0.0000209,-5.098541679,-4.679853714,0.418687965
42961772,42961772,Cc1cccnc1CNc1ccc(cc1F)C#N,emolecules,Mol559,339,177,85,74,-0.280668713,0.0000339,0.0000177,-4.469800302,-4.752026734,-0.282226432
72972996,72972996,CC(C)n1nccc1-c1ncccc1COc1cccc(c1C=O)O,emolecules,Mol560,221,235,103,122,0.025305865,0.0000221,0.0000235,-4.655607726,-4.628932138,0.026675589
11995039,11995039,Fc1ccc(c(c1)F)NC(=O)N1CCn2c1nc1ccccc21,emolecules,Mol562,210,98.1,57,51,-0.329754147,0.000021,0.00000981,-4.677780705,-5.008330993,-0.330550287
9760971,9760971,Fc1ccc(cc1)-c1nc2ccccc2n1CC(=O)N1CCOCC1,emolecules,Mol563,28.6,367,95,98,1.10720997,0.00000286,0.0000367,-5.543633967,-4.435333936,1.108300031
36355642,36355642,CC(=O)N1CCN(CC1)C(=O)c1ccc(cc1F)-c1ccc(cc1)F,emolecules,Mol565,244,359,109,98,0.167317335,0.0000244,0.0000359,-4.612610174,-4.444905551,0.167704622
45688619,45688619,COCc1ccccc1CNc1ccc2cc(ccc2n1)C#N,emolecules,Mol566,223,98.4,58,48,-0.354577731,0.0000223,0.00000984,-4.651695137,-5.007004902,-0.355309765
48749260,48749260,CN(C)c1nccc(n1)N(C)Cc1nc(cs1)C,emolecules,Mol567,485,280,142,101,-0.238072162,0.0000485,0.000028,-4.314258261,-4.552841969,-0.238583707
49146795,49146795,Cn1cc(cc1-c1nc(nn1CCc1ccccc1)C1CC1)C#N,emolecules,Mol568,276,258,94,77,-0.030584088,0.0000276,0.0000258,-4.559090918,-4.588380294,-0.029289376
27513231,27513231,Nc1nnc(o1)-c1ccc2c(c1)OCCO2,emolecules,Mol569,314,206,95,88,-0.18243463,0.0000314,0.0000206,-4.503070352,-4.68613278,-0.183062428
36275216,36275216,N#CCCCN1CCN(CC1)c1cc(ccn1)C#N,emolecules,Mol570,448,251,123,100,-0.251811973,0.0000448,0.0000251,-4.348721986,-4.600326279,-0.251604293
43133355,43133355,CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,emolecules,Mol571,15.7,347,90,96,1.344392274,0.00000157,0.0000347,-5.804100348,-4.459670525,1.344429822
2858011,2858011,CC(C)CN1C(=O)NC(=O)c2c1ncn2CC(C)C,emolecules,Mol572,183,359,105,96,0.292256071,0.0000183,0.0000359,-4.73754891,-4.444905551,0.292643359
44436449,44436449,CCn1ccc2cc(ccc12)C(=O)N1CCN(C(=O)C1)c1ccc(cc1)C,emolecules,Mol573,128,317,88,91,0.392696953,0.0000128,0.0000317,-4.89279003,-4.498940738,0.393849293
49976422,49976422,Cn1cc(cn1)-c1nnc(o1)NCc1ccc2ccccc2c1,emolecules,Mol574,339,238,92,76,-0.154281982,0.0000339,0.0000238,-4.469800302,-4.623423043,-0.153622741
30640320,30640320,Cc1nn(c(c1NC(=O)CN1CCN(CC1)c1nccs1)C)C,emolecules,Mol575,20.7,392,110,109,1.276461804,0.00000207,0.0000392,-5.684029655,-4.406713933,1.277315722
41949940,41949940,CCc1c(cnn1-c1ccccc1C)N,emolecules,Mol576,433,293,119,104,-0.169411331,0.0000433,0.0000293,-4.363512104,-4.53313238,-0.169620276
151551,151551,Cn1ccc(n1)C(=O)N1CCCC(C1)c1cccc(n1)-c1cccc(c1)Cl,emolecules,Mol577,175,144,,,-0.085128182,0.0000175,0.0000144,-4.756961951,-4.841637508,-0.084675557
25642172,25642172,CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2CC(=O)NCc1ccccc1F,emolecules,Mol578,35.6,353,62,81,0.996511672,0.00000356,0.0000353,-5.448550002,-4.452225295,0.996324707
29965110,29965110,CNC(=O)CN(C)c1cccc(c1C#N)F,emolecules,Mol579,308,227,114,98,-0.131943638,0.0000308,0.0000227,-4.511449283,-4.643974143,-0.132524859
11652485,11652485,O=C(Cc1csc(n1)-c1ccccn1)NC1CCCCCC1,emolecules,Mol580,160,151,56,77,-0.024568191,0.000016,0.0000151,-4.795880017,-4.821023053,-0.025143035
3565214,3565214,CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,emolecules,Mol581,32.6,420,93,101,1.11058971,0.00000326,0.000042,-5.4867824,-4.37675071,1.11003169
49065818,49065818,CN1C(=O)COc2ccc(cc21)Nc1cc(nc(n1)C)Cl,emolecules,Mol582,279,208,98,85,-0.127261173,0.0000279,0.0000208,-4.554395797,-4.681936665,-0.127540868
540123,540123,COc1cc2nc(sc2cc1OC)N,emolecules,Mol583,300,200,102,96,-0.175223538,0.00003,0.00002,-4.522878745,-4.698970004,-0.176091259
338392,338392,CCOC(=O)C1(CCN(CC1)Cc1ccccc1O)Cc1cc(no1)-c1ccc(cc1)F,emolecules,Mol584,23.3,50.3,34,55,0.334453751,0.00000233,0.00000503,-5.632644079,-5.298432015,0.334212064
49667242,49667242,COc1cc(ccc1F)CN1CCC(CC1)c1ccnc(n1)C,emolecules,Mol585,322,217,111,87,-0.171340103,0.0000322,0.0000217,-4.492144128,-4.663540266,-0.171396138
2343133,2343133,Oc1ccc(cc1)CN1CCN(CC1)c1cccc(c1)Cl,emolecules,Mol586,310,140,71,62,-0.345823458,0.000031,0.000014,-4.508638306,-4.853871964,-0.345233658
157723,157723,CNC(=O)c1cn(nc1CC1CCN(CC1)Cc1cnc(nc1)-c1ccc(cc1)OC)C,emolecules,Mol587,14.4,296,96,85,1.31386722,0.00000144,0.0000296,-5.841637508,-4.528708289,1.312929219
36944203,36944203,Cc1cc(ccc1NC(=O)c1c(oc(c1C)C)C)Oc1ncccn1,emolecules,Mol588,294,235,95,86,-0.096910013,0.0000294,0.0000235,-4.53165267,-4.628932138,-0.097279468
1934410,1934410,CN(C)c1cccc(c1)C(=O)Nc1ccc(c(c1)NC(=O)c1ccc(cc1)O)C,emolecules,Mol589,13.9,231,71,73,1.220108088,0.00000139,0.0000231,-5.8569852,-4.63638802,1.22059718
16784498,16784498,COc1cccc(c1OC)-c1nc(cs1)C(=O)O,emolecules,Mol590,59.8,54.7,97,96,-0.038104526,0.00000598,0.00000547,-5.223298816,-5.262012674,-0.038713858
193781,193781,COc1ccc2c(c1)C=C(CO2)CN1CCC(CC1)c1cc(cc(n1)C)-c1cncnc1,emolecules,Mol591,60.4,86,59,70,0.152288344,0.00000604,0.0000086,-5.218963061,-5.065501549,0.153461513
278832,278832,O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(C1)Cc1ccc2cnccc2c1,emolecules,Mol593,129.4,250.5,,,0.294466226,0.00001294,0.00002505,-4.888065724,-4.60119227,0.286873454
1317203,1317203,COc1ccc(cc1)OCC(=O)N1CCN(C)CC1,emolecules,Mol594,261,199,111,98,-0.117475462,0.0000261,0.0000199,-4.583359493,-4.701146924,-0.117787431
44498594,44498594,CC(=O)N1CCN(CC1)C(=O)CCc1ccc([nH]1)-c1ccccc1,emolecules,Mol595,46.5,411,103,107,0.945960704,0.00000465,0.0000411,-5.332547047,-4.386158178,0.946388869
1412632,1412632,Cc1cc(no1)NC(=O)c1cccs1,emolecules,Mol596,238,147,67,82,-0.209714836,0.0000238,0.0000147,-4.623423043,-4.832682665,-0.209259622
44585808,44585808,Cc1csc(n1)N(C1CC1)C(=O)c1ccc(c(c1)F)-n1cncn1,emolecules,Mol597,400,252,107,102,-0.200659451,0.00004,0.0000252,-4.397940009,-4.598599459,-0.200659451
48747142,48747142,COc1c(cnc(c1C)CN(C)S(=O)(=O)N)C,emolecules,Mol598,140,267,113,103,0.281033367,0.000014,0.0000267,-4.853871964,-4.573488739,0.280383226
17074467,17074467,CCc1ccccc1NC(=O)c1cc(nc2onc(c12)C)C,emolecules,Mol599,332,222,99,94,-0.173925197,0.0000332,0.0000222,-4.478861916,-4.653647026,-0.174785109
35682807,35682807,CN(Cc1ccsc1)C(=O)c1cc(on1)C,emolecules,Mol600,320,209,101,98,-0.185086819,0.000032,0.0000209,-4.494850022,-4.679853714,-0.185003692
165629,165629,OCCN1CCC(CC1)c1ccncn1,emolecules,Mol601,63.5,39.1,115,108,-0.211124884,0.00000635,0.00000391,-5.197226275,-5.407823243,-0.210596968
48248496,48248496,CN(C1CCS(=O)CC1)c1ncc(cn1)Br,emolecules,Mol602,299,282,109,98,-0.025488307,0.0000299,0.0000282,-4.524328812,-4.549750892,-0.02542208
49968176,49968176,CCc1ncnc(c1F)N(C)Cc1ccc(nc1)N,emolecules,Mol603,369,234,115,100,-0.197226275,0.0000369,0.0000234,-4.432973634,-4.630784143,-0.197810509
49336129,49336129,COc1ncnc2c1CN(CC2)Cc1c[nH]nc1-c1ccc(cc1)F,emolecules,Mol604,57.3,403,92,97,0.846955325,0.00000573,0.0000403,-5.241845378,-4.394694954,0.847150424
24032918,24032918,Fc1cc(cc(c1)CNC(=O)c1ccccn1)F,emolecules,Mol605,267,192,77,83,-0.14327111,0.0000267,0.0000192,-4.573488739,-4.716698771,-0.143210033
23832549,23832549,CN1CCC(CC1)n1ncc2[nH]c(nc12)-c1ccc2ccccc2c1,emolecules,Mol606,9.23,128,67,84,1.1430148,0.000000923,0.0000128,-6.034798299,-4.89279003,1.142008269
23998049,23998049,O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,emolecules,Mol607,143,71.3,36,56,-0.301899454,0.0000143,0.00000713,-4.844663963,-5.14691047,-0.302246508
36662662,36662662,CC(C)n1nc(c(c1C)NC(=O)c1cc(nc2cc(ccc12)F)C)C,emolecules,Mol608,42.7,359,105,108,0.925312092,0.00000427,0.0000359,-5.369572125,-4.444905551,0.924666574
32437102,32437102,COCc1cc(ccc1OC)-c1nc(n[nH]1)CCc1ccccc1,emolecules,Mol609,62,142,51,68,0.359835482,0.0000062,0.0000142,-5.207608311,-4.847711656,0.359896655
36332254,36332254,CN(CCN1CCCC1)C(=O)c1sc2nc(nc(c2c1C)C)C,emolecules,Mol610,20.7,261,104,100,1.100370545,0.00000207,0.0000261,-5.684029655,-4.583359493,1.100670162
36646466,36646466,Cc1ccc2nc3c(c(c2c1)C(=O)NCc1cnn(c1)C)CCCC3,emolecules,Mol612,20.8,370,84,90,1.250420002,0.00000208,0.000037,-5.681936665,-4.431798276,1.250138389
49307701,49307701,Clc1cc2ncc(nc2cc1Cl)-n1ccnc1,emolecules,Mol613,265,128,69,73,-0.314258261,0.0000265,0.0000128,-4.576754126,-4.89279003,-0.316035904
49936164,49936164,CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,emolecules,Mol614,128,322,111,99,0.399673721,0.0000128,0.0000322,-4.89279003,-4.492144128,0.400645902
18898062,18898062,CCC(CC)NC(=O)c1cc(nc2onc(c12)C)C,emolecules,Mol615,216,290,101,100,0.127104798,0.0000216,0.000029,-4.665546249,-4.537602002,0.127944247
36286506,36286506,CCCN(C)C(=O)Nc1cccc(c1)-c1nnc2n1CCCCC2,emolecules,Mol616,2.11,195,102,113,1.965671971,0.000000211,0.0000195,-6.675717545,-4.709965389,1.965752156
35724598,35724598,CN(CC(=O)N)Cc1cc2c(cc1Br)OCO2,emolecules,Mol617,364,277,109,102,-0.118615343,0.0000364,0.0000277,-4.438898616,-4.557520231,-0.118621615
75983310,75983310,CC(C)c1nc2c(n1C)CCN(C2)C(=O)c1cccc(c1F)C(F)(F)F,emolecules,Mol618,55.3,443,89,92,0.903632516,0.00000553,0.0000443,-5.257274869,-4.353596274,0.903678595
25587599,25587599,COc1cccc(c1)-c1nc(n[nH]1)-c1cccnc1,emolecules,Mol619,250,174,83,73,-0.156144577,0.000025,0.0000174,-4.602059991,-4.759450752,-0.15739076
31845178,31845178,CC(C)(C)c1ccc(cc1)CN1CCC(CC1)C(=O)N,emolecules,Mol620,159,155,95,105,-0.010995384,0.0000159,0.0000155,-4.798602876,-4.809668302,-0.011065426
36342840,36342840,N#Cc1ccc(nc1)N1CCc2c(ncn2C2CC2)C1,emolecules,Mol621,325,285,93,97,-0.057000407,0.0000325,0.0000285,-4.488116639,-4.54515514,-0.057038501
48747071,48747071,O=S(=O)(Cc1csc(n1)C1CCCC1)C1CCCC1,emolecules,Mol622,401,216,109,95,-0.269217724,0.0000401,0.0000216,-4.396855627,-4.665546249,-0.268690621
32126735,32126735,OCCN1CCN(CC1)c1c(cc(cc1F)C#N)F,emolecules,Mol623,420,220,125,98,-0.280668713,0.000042,0.000022,-4.37675071,-4.657577319,-0.28082661
32172391,32172391,CC(C)c1nnc(o1)CN1CCN(CC1)c1nccs1,emolecules,Mol624,255,248,109,98,-0.01278077,0.0000255,0.0000248,-4.59345982,-4.605548319,-0.0120885
24128634,24128634,O=C(NCc1cccnc1)c1cnn(c1)-c1ccccc1,emolecules,Mol625,93.9,231,71,83,0.390935107,0.00000939,0.0000231,-5.027334408,-4.63638802,0.390946388
31981950,31981950,CC(=O)NCC1CCN(CC1)C(=O)c1ccc(nc1)C,emolecules,Mol626,0.499,64.7,107,101,2.113943352,4.99E-08,0.00000647,-7.301899454,-5.189095719,2.112803735
31842542,31842542,CC1CCN(CC1)C(=O)c1n[nH]c2ccccc12,emolecules,Mol627,366,205,94,89,-0.251037139,0.0000366,0.0000205,-4.436518915,-4.688246139,-0.251727224
49314549,49314549,CN(Cc1cccnc1)Cc1ccc(o1)C#N,emolecules,Mol628,327,212,105,94,-0.188424994,0.0000327,0.0000212,-4.485452247,-4.673664139,-0.188211892
31507670,31507670,Nc1nc(c2nc(c(nc2n1)-c1cccc(c1)O)-c1cccc(c1)O)N,emolecules,Mol629,18,50.1,101,86,0.444044796,0.0000018,0.00000501,-5.744727495,-5.300162274,0.444565221
49972454,49972454,Cc1ccc(cn1)CCNC(=O)N1CC(C)(C)OC(C)(C)C1,emolecules,Mol630,14.3,326,111,102,1.359835482,0.00000143,0.0000326,-5.844663963,-4.4867824,1.357881563
1734240,1734240,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(cc1)F,emolecules,Mol631,26.1,251,70,74,0.982723388,0.00000261,0.0000251,-5.583359493,-4.600326279,0.983033214
49949882,49949882,CN(C)C(=O)c1ccnc(c1)NCc1cc(ccc1C)F,emolecules,Mol632,259,276,105,99,0.029383778,0.0000259,0.0000276,-4.586700236,-4.559090918,0.027609318
49148845,49148845,COCCc1nc(n(n1)C1Cc2ccccc2C1)CCCn1cccn1,emolecules,Mol633,41.9,413,94,101,0.993876915,0.00000419,0.0000413,-5.377785977,-4.384049948,0.993736029
46036273,46036273,Cn1nc(c2c(cccc12)Cl)-c1cn(nn1)Cc1ccc(cc1)CO,emolecules,Mol634,67.6,346,63,93,0.709269961,0.00000676,0.0000346,-5.170053304,-4.460923901,0.709129403
49937270,49937270,CC(C)c1nnc(n1C)CNC(=O)C1(C)CCC1,emolecules,Mol635,2.98,136,92,98,1.657055853,0.000000298,0.0000136,-6.525783736,-4.866461092,1.659322644
31412367,31412367,Cc1nn(c2nc(cc(c12)C(=O)O)C1CC1)-c1ccccn1,emolecules,Mol637,2.16,5.45,96,97,0.401400541,0.000000216,0.000000545,-6.665546249,-6.263603498,0.401942751
44583632,44583632,CCc1nc(n(n1)Cc1nc(cs1)C)CC,emolecules,Mol638,323,257,106,91,-0.098541679,0.0000323,0.0000257,-4.490797478,-4.590066877,-0.099269399
46091137,46091137,OCc1ccc(cc1)Cn1cc(nn1)-c1cc(ccc1-n1cccn1)F,emolecules,Mol639,167,348,96,91,0.320146286,0.0000167,0.0000348,-4.777283529,-4.458420756,0.318862773
30745331,30745331,Cc1nc(cs1)CC(=O)NCc1ccccc1,emolecules,Mol641,314,248,113,99,-0.102372909,0.0000314,0.0000248,-4.503070352,-4.605548319,-0.102477967
11835068,11835068,O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(c1)Cc1ccccc1,emolecules,Mol642,80.4,51.5,40,67,-0.193820026,0.00000804,0.00000515,-5.094743951,-5.288192771,-0.19344882
222721,222721,CC(C)C(=O)N1CC(C1)Cc1nccc2ccn(c12)C,emolecules,Mol643,25.9,189,95,96,0.862131379,0.00000259,0.0000189,-5.586700236,-4.723538196,0.86316204
1539152,1539152,COc1ccc(cc1)Nc1nc(nc(n1)CN1CCN(CC1)Cc1ccccc1)N,emolecules,Mol644,24.1,264,88,86,1.037426498,0.00000241,0.0000264,-5.617982957,-4.578396073,1.039586884
301065487,301065487,CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,emolecules,Mol645,28.4,338,99,104,1.075546961,0.00000284,0.0000338,-5.54668166,-4.4710833,1.07559836
6630813,6630813,Cc1ccc(cc1)CNC(=O)CN1CCC(CC1)n1nnc2cc(ccc12)C,emolecules,Mol647,71,265,60,74,0.572871602,0.0000071,0.0000265,-5.148741651,-4.576754126,0.571987525
36659962,36659962,COC(=O)N1CCCN(CC1)C(=O)C(=O)Nc1cccc(c1)C(C)C,emolecules,Mol648,260,278,94,101,0.029383778,0.000026,0.0000278,-4.585026652,-4.555955204,0.029071448
44587026,44587026,Fc1cccc(c1C(=O)Nc1ccn(n1)Cc1ccccn1)I,emolecules,Mol649,84.5,241,84,91,0.45484486,0.00000845,0.0000241,-5.073143291,-4.617982957,0.455160334
36622590,36622590,CCN1CCC(CC1)Nc1nc(cc(c1C#N)C)C,emolecules,Mol650,208,257,102,97,0.093421685,0.0000208,0.0000257,-4.681936665,-4.590066877,0.091869788
45764946,45764946,CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,emolecules,Mol651,88.3,324,90,97,0.564666064,0.00000883,0.0000324,-5.054039296,-4.48945499,0.564584307
45639971,45639971,O=C(COCC1CC1)N1CCCc2ncccc21,emolecules,Mol652,307,253,109,99,-0.083546051,0.0000307,0.0000253,-4.512861625,-4.596879479,-0.084017854
18815715,18815715,Fc1ccc(cc1)CNC(=O)c1ccc(nc1)-n1ccnc1,emolecules,Mol653,235,245,88,91,0.017033339,0.0000235,0.0000245,-4.628932138,-4.610833916,0.018098222
4758327,4758327,O=C(NCCNC(=O)c1cc(nc2ccccc12)-c1ccccc1)c1ccco1,emolecules,Mol654,33.9,340,73,82,1,0.00000339,0.000034,-5.469800302,-4.468521083,1.001279219
32099814,32099814,O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,emolecules,Mol655,267,146,74,81,-0.261219442,0.0000267,0.0000146,-4.573488739,-4.835647144,-0.262158406
43370641,43370641,COc1cc(cc(c1O)OC)CNC(=O)NC1CCCCC1,emolecules,Mol656,93.7,392,147,121,0.621176282,0.00000937,0.0000392,-5.028260409,-4.406713933,0.621546476
50310131,50310131,COCc1ccccc1CNc1ccc2nnc(n2n1)-c1ccccc1,emolecules,Mol657,24.8,232,57,69,0.969881644,0.00000248,0.0000232,-5.605548319,-4.634512015,0.971036304
12013114,12013114,CN1C(=O)N(CC(=O)NCc2ccc(cc2)Cl)C(=O)C21CCCCC2,emolecules,Mol658,48,265,77,90,0.742725131,0.0000048,0.0000265,-5.318758763,-4.576754126,0.742004637
49149249,49149249,Cc1ccccc1OC1CCN(CC1)C(=O)Nc1ccc2n(cnc2c1)C,emolecules,Mol659,40.8,355,91,96,0.939519253,0.00000408,0.0000355,-5.389339837,-4.449771647,0.93956819
36662966,36662966,CC(C)c1nnc(o1)CN1CCN(CC1)c1ccccc1Cl,emolecules,Mol660,323,211,100,90,-0.185752404,0.0000323,0.0000211,-4.490797478,-4.675717545,-0.184920067
1553084,1553084,O=C(Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1)c1ccco1,emolecules,Mol661,5.55,271,98,101,1.688419822,0.000000555,0.0000271,-6.255707017,-4.567030709,1.688676308
49144354,49144354,Cc1ccc2nc(c(cc2c1)-c1nc(nn1CCO)C)C,emolecules,Mol662,45.3,409,98,107,0.955206538,0.00000453,0.0000409,-5.343901798,-4.388276692,0.955625106
25610913,25610913,COc1ccc(cc1OC(C)C)-c1nnc2ccc(cn12)C(F)(F)F,emolecules,Mol663,206,228,81,87,0.045322979,0.0000206,0.0000228,-4.68613278,-4.642065153,0.044067627
9657617,9657617,COCC(=O)Nc1nc(c(s1)C)C,emolecules,Mol664,343,226,104,94,-0.181114585,0.0000343,0.0000226,-4.46470588,-4.645891561,-0.181185681
1464553,1464553,Cc1ccc(cc1)NC(=O)Cc1c[nH]c2ccccc12,emolecules,Mol665,223,102,58,52,-0.341988603,0.0000223,0.0000102,-4.651695137,-4.991399828,-0.339704691
31895184,31895184,CC(C)C(=O)N1CCC(CC1)Nc1ncnc2ccsc12,emolecules,Mol666,62.5,409,95,106,0.8162413,0.00000625,0.0000409,-5.204119983,-4.388276692,0.815843291
49946976,49946976,Cc1nc(n(n1)C)NCc1ccc(c(c1)Cl)F,emolecules,Mol667,297,234,111,109,-0.102922997,0.0000297,0.0000234,-4.527243551,-4.630784143,-0.103540592
50127813,50127813,Fc1cccc(c1)CNC(=O)c1[nH]nnc1-c1ccccc1,emolecules,Mol668,189,258,84,82,0.136720567,0.0000189,0.0000258,-4.723538196,-4.588380294,0.135157902
36318534,36318534,Cn1ccc2c(cccc12)C(=O)Nc1ncn(n1)Cc1cccnc1,emolecules,Mol669,3.85,211,109,103,1.739572344,0.000000385,0.0000211,-6.41453927,-4.675717545,1.738821726
44507875,44507875,C1CC1c1nnc2n1CCN(C2)c1ncnc2ccccc12,emolecules,Mol670,20.9,335,96,101,1.204119983,0.00000209,0.0000335,-5.679853714,-4.474955193,1.204898521
31881571,31881571,CCCC(=O)Nc1ccc(nc1)-n1cccn1,emolecules,Mol671,304,170,84,92,-0.252588192,0.0000304,0.000017,-4.517126416,-4.769551079,-0.252424662
201887,201887,CCn1cc(c(n1)C)CN1CCC(CC1)c1nc(ncc1-c1ccc(cc1)OC)N(C)C,emolecules,Mol672,14.7,196,70,90,1.123851641,0.00000147,0.0000196,-5.832682665,-4.707743929,1.124938737
18915110,18915110,Cc1ccc(c(c1)C(=O)Nc1cnc2n(nc(c2c1)C)C)C,emolecules,Mol673,233,156,81,78,-0.173925197,0.0000233,0.0000156,-4.632644079,-4.806875402,-0.174231323
208609,208609,CC(=O)N1CCC(CC1)c1ccccn1,emolecules,Mol674,314,248,108,103,-0.101823517,0.0000314,0.0000248,-4.503070352,-4.605548319,-0.102477967
30231738,30231738,Fc1cccc(c1)-c1nnn(n1)Cc1ccc(cc1)C(=O)N1CCCC1,emolecules,Mol675,241,191,79,77,-0.100726813,0.0000241,0.0000191,-4.617982957,-4.718966633,-0.100983675
33339330,33339330,Cc1ccc2nc(c(cc2c1)C(=O)NOCc1ccccc1)C,emolecules,Mol676,213,142,60,82,-0.176525771,0.0000213,0.0000142,-4.671620397,-4.847711656,-0.176091259
45736550,45736550,Cc1ccc(cc1)C(=O)C(=O)NC1CCCC1,emolecules,Mol677,335,158,88,82,-0.326979093,0.0000335,0.0000158,-4.474955193,-4.801342913,-0.32638772
150193,150193,Clc1cccc(c1)-c1cccc(n1)C1CCCN(C1)CC(=O)N1CCCC1,emolecules,Mol678,89.3,193,,,0.334453751,0.00000893,0.0000193,-5.049148541,-4.714442691,0.33470585
1527130,1527130,COc1cccc(c1)CNc1ncc(n1C)-c1ccccc1,emolecules,Mol679,148,79.9,58,80,-0.268411235,0.0000148,0.00000799,-4.829738285,-5.097453221,-0.267714936
168323,168323,Clc1cccc(c1)-c1cncc(n1)C1CCCN(C1)CC(=O)N1CCCC1,emolecules,Mol680,110,190,,,0.238046103,0.000011,0.000019,-4.958607315,-4.721246399,0.237360916
25831315,25831315,Cc1nc2ccccc2c(c1C(=O)/C=C/c1ccccc1)N,emolecules,Mol681,206,50.3,55,69,-0.612610174,0.0000206,0.00000503,-4.68613278,-5.298432015,-0.612299235
46061355,46061355,CCc1ccccc1-c1cn(nn1)CCc1cnccn1,emolecules,Mol683,243,190,73,96,-0.106238238,0.0000243,0.000019,-4.614393726,-4.721246399,-0.106852673
31836416,31836416,Fc1ccc(cc1)CNC(=O)c1ccccn1,emolecules,Mol684,312,170,85,86,-0.26520017,0.0000312,0.000017,-4.505845406,-4.769551079,-0.263705673
32444473,32444473,CN1CCN(CCOc2ccccc2N)CC1,emolecules,Mol685,236,129,102,90,-0.261219442,0.0000236,0.0000129,-4.627087997,-4.88941029,-0.262322293
23995487,23995487,Cc1cc(n(n1)-c1ccc(cc1)C(=O)NCc1cccnc1)C,emolecules,Mol686,58.8,291,98,98,0.694605199,0.00000588,0.0000291,-5.230622674,-4.536107011,0.694515663
149593,149593,CNC(=O)CC1CCN(CC1)c1ncccn1,emolecules,Mol687,269,221,104,80,-0.084600165,0.0000269,0.0000221,-4.57024772,-4.655607726,-0.085360006
27369500,27369500,Cc1ccc(cc1)C(=O)C(=O)Nc1c(nn(c1C)C)C,emolecules,Mol688,326,200,106,94,-0.211124884,0.0000326,0.00002,-4.4867824,-4.698970004,-0.212187604
49176426,49176426,CCCn1ncnc1-c1ccccc1SC,emolecules,Mol689,325,260,95,90,-0.097997109,0.0000325,0.000026,-4.488116639,-4.585026652,-0.096910013
31879758,31879758,O=C(CCc1cccs1)Nc1ccc(cn1)N1CCOCC1,emolecules,Mol690,253,156,80,85,-0.209011525,0.0000253,0.0000156,-4.596879479,-4.806875402,-0.209995923
32077202,32077202,Cc1nccc(n1)-c1cccc(c1)NCC(=O)NCC(=O)N1CCCC1,emolecules,Mol691,7.05,306,104,101,1.63748973,0.000000705,0.0000306,-6.151810883,-4.514278574,1.637532309
32135801,32135801,CC(C)C(=O)Nc1ccc2cnn(c2c1)C(C)C,emolecules,Mol692,197,280,86,97,0.152288344,0.0000197,0.000028,-4.705533774,-4.552841969,0.152691805
23829815,23829815,O=C(N1CCN(CC1)Cc1cccnc1)c1ccccc1-n1cccn1,emolecules,Mol693,21.5,414,102,101,1.285557309,0.00000215,0.0000414,-5.66756154,-4.382999659,1.284561881
485897,485897,OC(=O)CCn1c2ccccc2c2ccccc12,emolecules,Mol694,413,334,130,105,-0.092051478,0.0000413,0.0000334,-4.384049948,-4.476253533,-0.092203585
300136806,300136806,OC(=O)/C=C/c1ccc(cc1)Cn1ccnc1,emolecules,Mol695,1.69,5.06,117,93,0.477121255,0.000000169,0.000000506,-6.772113295,-6.295849483,0.476263812
